45839 45669 59963 121773 145166
bilater 1 1 2 1 0
biffex 0 5 0 0 0
bern 5 0 0 0 0
berisford 0 0 0 4 1
bergsten 0 0 5 0 0
belgrad 0 5 0 0 0
belg 0 2 0 0 3
beeba 0 0 0 5 0
beaver 0 0 0 5 0
bbc 2 0 0 0 3
baseless 5 0 0 0 0
barrick 0 0 0 5 0
barker 0 0 0 5 0
barclay 0 0 2 2 1
bankhau 0 0 0 5 0
balladur 0 0 2 3 0
baa 0 0 0 5 0
awf 0 5 0 0 0
audio 0 0 0 2 3
atco 0 0 0 0 5
asiapacif 2 1 2 0 0
ariz 0 0 0 5 0
architectur 0 1 0 3 1
archer 0 5 0 0 0
aquino 0 0 0 5 0
apt 0 0 0 5 0
appleton 0 0 0 4 1
anybodi 0 1 1 2 1
anticompetit 1 0 0 4 0
anthoni 0 0 1 2 2
andrea 5 0 0 0 0
andersen 1 0 0 0 4
analyz 0 0 0 4 1
amsterdam 0 0 0 3 2
amsouth 0 0 0 5 0
amro 0 0 5 0 0
ameron 0 0 0 3 2
ame 0 0 0 0 5
amcor 0 0 0 5 0
amazon 5 0 0 0 0
alsthom 0 0 0 4 1
alleghney 0 0 0 5 0
algerian 4 1 0 0 0
alexandria 5 0 0 0 0
alexand 0 2 0 1 2
alex 0 0 0 3 2
alden 0 0 0 2 3
alchalabi 5 0 0 0 0
albukhoosh 5 0 0 0 0
airco 0 0 0 5 0
aground 1 4 0 0 0
aggrav 1 0 4 0 0
age 0 1 0 1 3
affineri 0 0 0 5 0
administ 1 0 0 2 2
adm 0 5 0 0 0
adapt 0 1 3 1 0
acm 0 0 0 5 0
accomplish 0 0 0 5 0
abat 3 0 1 1 0
zoet 0 0 1 2 1
zhejiang 0 3 1 0 0
yemen 0 4 0 0 0
yanke 0 0 0 4 0
wyatt 0 0 0 4 0
wroblewski 0 0 4 0 0
wrather 0 0 0 3 1
wirsbo 0 0 0 0 4
winnipeg 0 0 0 4 0
window 0 0 3 1 0
widerang 0 0 3 1 0
whitehead 2 0 0 2 0
wheel 0 0 0 2 2
whampoa 0 0 0 2 2
whale 0 0 0 1 3
weston 0 0 0 0 4
wesson 0 0 0 4 0
werner 0 0 0 1 3
wen 0 4 0 0 0
wellhead 4 0 0 0 0
wed 1 1 0 1 1
webcor 0 0 0 0 4
webb 0 0 0 2 2
walmart 0 0 0 0 4
vow 4 0 0 0 0
viratek 0 0 0 4 0
vieux 0 4 0 0 0
vietnam 0 4 0 0 0
versar 0 0 0 4 0
verg 2 0 1 0 1
ventra 0 0 0 4 0
vast 1 1 2 0 0
variat 0 0 2 2 0
valtek 0 0 0 3 1
vagu 0 0 2 1 1
utilis 2 0 0 1 1
ussoviet 1 3 0 0 0
uss 1 0 1 2 0
ural 4 0 0 0 0
upsid 0 0 4 0 0
upheld 2 2 0 0 0
unpreced 0 0 2 1 1
uniqu 1 1 0 0 2
uniform 0 1 1 2 0
underestim 1 2 1 0 0
uncondit 0 0 2 1 1
uncollect 0 0 0 1 3
ukrain 0 4 0 0 0
ukbas 0 0 0 3 1
uaw 0 0 0 4 0
uab 0 0 0 4 0
tune 0 0 2 1 1
tumbl 0 1 2 0 1
tsai 0 0 0 0 4
trilog 0 0 0 4 0
trident 0 0 0 4 0
triad 0 0 0 4 0
tremor 4 0 0 0 0
trelleborg 0 0 0 3 1
trecker 0 0 0 4 0
treati 0 2 0 2 0
transamerican 0 0 0 3 1
trail 0 0 1 0 3
tour 1 1 2 0 0
torontobas 0 0 0 2 2
tmi 0 0 0 0 4
tintozinc 0 0 0 4 0
tinto 0 0 0 4 0
timminco 0 0 0 4 0
timet 0 1 0 3 0
tide 2 1 1 0 0
ticaro 0 0 0 4 0
therapi 0 0 0 4 0
theatr 0 0 0 2 2
tennesse 0 1 0 2 1
tendenc 1 1 2 0 0
temptat 2 0 0 2 0
temper 2 1 1 0 0
telex 4 0 0 0 0
tektronix 0 0 0 0 4
ted 0 0 0 3 1
teamster 0 0 0 3 1
tcbi 0 0 0 0 4
tbond 0 1 3 0 0
taper 1 0 1 0 2
tanjug 4 0 0 0 0
tanaka 0 0 4 0 0
tamura 0 0 2 2 0
tam 0 0 4 0 0
takemoto 0 0 0 4 0
tag 0 0 0 3 1
tabak 0 0 0 4 0
tab 1 0 0 2 1
syria 0 4 0 0 0
symposium 0 0 4 0 0
supplydemand 0 3 0 0 1
supermac 0 0 0 4 0
suddenli 0 0 4 0 0
successor 0 0 1 1 2
subsist 3 1 0 0 0
studio 0 0 0 4 0
strongest 0 0 1 1 2
strip 0 1 0 1 2
stringent 0 1 2 0 1
striker 4 0 0 0 0
stricter 2 0 2 0 0
stockpil 2 2 0 0 0
stockdraw 4 0 0 0 0
stern 1 0 0 2 1
sterivet 0 0 0 0 4
stenholm 0 4 0 0 0
steamship 0 0 0 2 2
steak 0 0 0 1 3
ste 1 0 0 0 3
stauffer 0 0 0 3 1
statut 0 0 0 4 0
stangeland 0 4 0 0 0
stagnat 0 1 1 0 2
stagger 1 0 0 2 1
spun 0 0 0 3 1
sportswear 0 0 0 3 1
spokesperson 0 1 0 2 1
spill 4 0 0 0 0
spermicid 0 0 0 4 0
soundli 1 0 0 2 1
soni 0 0 0 0 4
soften 0 0 3 0 1
snet 0 0 0 0 4
snc 0 0 0 0 4
smelt 0 0 0 0 4
slid 0 0 3 0 1
skeoch 0 0 4 0 0
sixnat 0 0 4 0 0
sister 0 0 0 4 0
sirrin 0 0 0 0 4
singer 2 0 0 2 0
simultan 0 1 1 1 1
silverton 0 0 0 4 0
sidelin 0 0 4 0 0
si 0 0 0 3 1
shrank 0 0 3 0 1
shortdat 0 0 4 0 0
shortcov 2 0 2 0 0
shipown 4 0 0 0 0
sheppard 0 0 0 3 1
shelard 0 0 0 4 0
shed 0 0 3 1 0
shareown 0 0 0 2 2
shandwick 0 0 0 4 0
shakeup 1 0 2 1 0
shadow 0 0 4 0 0
servicemast 0 0 0 1 3
seiz 0 0 1 3 0
sedgwick 0 0 0 4 0
secaucu 0 0 0 3 1
seax 0 0 0 4 0
searl 0 0 0 4 0
sear 0 0 0 4 0
seaman 0 0 0 1 3
seafar 2 2 0 0 0
scrambl 0 1 2 0 1
scottish 2 0 0 0 2
schutz 0 0 0 0 4
scatter 0 3 0 1 0
sausag 0 0 0 3 1
saskatchewan 2 0 0 2 0
sarlo 0 0 0 4 0
sarasota 0 0 0 4 0
santand 0 0 0 4 0
samba 0 0 2 0 2
sahlen 0 0 0 4 0
saf 3 0 0 0 1
rugbi 0 0 0 0 4
rudi 0 4 0 0 0
rr 0 0 0 4 0
rough 0 3 0 0 1
rossignol 0 0 0 4 0
ron 0 3 0 1 0
rock 1 1 0 2 0
ridicul 1 2 1 0 0
ride 0 0 3 0 1
reuterm 0 0 1 2 1
retent 0 0 1 1 2
resumpt 0 1 2 0 1
restart 3 0 1 0 0
resold 4 0 0 0 0
reshap 1 0 0 2 1
rescu 2 0 1 0 1
reput 0 0 0 3 1
reneg 0 0 4 0 0
remot 2 1 0 1 0
relev 0 1 1 2 0
rehear 1 0 0 2 1
regi 0 0 0 2 2
refinanc 0 0 1 1 2
recycl 0 0 0 3 1
recover 2 2 0 0 0
reconstitut 0 2 0 2 0
reclassifi 0 0 0 0 4
reclaim 2 0 0 2 0
reciproc 0 0 0 4 0
ray 0 0 2 0 2
randol 4 0 0 0 0
ranch 0 0 0 2 2
rafidain 0 0 0 0 4
quist 0 0 0 4 0
quarto 0 0 0 0 4
qassem 4 0 0 0 0
pulcin 0 0 0 0 4
prudho 3 0 0 1 0
providentia 0 0 0 4 0
prop 0 0 4 0 0
promin 0 3 1 0 0
prolong 0 2 1 1 0
profitshar 0 0 0 0 4
professor 0 0 1 3 0
processor 0 1 0 1 2
privatelyown 0 0 0 4 0
presum 0 0 1 3 0
prestig 1 0 1 2 0
preequiti 0 0 0 0 4
predat 0 0 0 4 0
practis 0 1 2 0 1
powercis 0 0 0 4 0
postworld 1 0 3 0 0
portugu 0 0 0 4 0
portsmouth 0 0 0 4 0
pod 0 4 0 0 0
pocket 1 2 0 0 1
plm 0 0 0 4 0
plead 0 0 0 0 4
platinum 2 0 0 2 0
plaintiff 0 0 0 4 0
pivot 4 0 0 0 0
pittd 0 0 0 2 2
pierr 0 0 0 4 0
phil 0 1 1 2 0
phenomenon 1 2 1 0 0
petrosur 0 0 0 4 0
pertain 1 2 0 1 0
penteco 0 0 0 4 0
penril 0 0 0 4 0
peninsula 0 0 0 2 2
penal 0 2 0 0 2
pb 0 0 0 4 0
payless 0 0 0 0 4
patch 3 0 0 0 1
passag 0 0 3 0 1
paolo 0 0 0 4 0
pancontinent 0 0 0 4 0
pancanadian 4 0 0 0 0
palac 2 0 0 1 1
pakistani 0 4 0 0 0
pain 0 0 1 1 2
paic 0 4 0 0 0
overturn 0 0 1 3 0
overcom 2 0 0 1 1
outstrip 0 1 2 0 1
oustand 0 0 0 3 1
ostens 0 3 0 1 0
osr 0 0 0 4 0
orion 0 0 0 3 1
oreffic 0 0 0 0 4
oracl 0 0 0 0 4
opt 1 0 2 1 0
oneyear 0 2 0 1 1
onehalf 0 1 2 1 0
okla 0 0 0 4 0
oilwel 0 0 0 4 0
oilpatch 3 0 0 0 1
oilman 1 0 0 3 0
oconnor 0 0 0 4 0
occurr 0 2 0 0 2
oapec 4 0 0 0 0
oakleaf 0 0 0 4 0
nyse 0 0 0 3 1
nynex 0 0 0 0 4
numac 0 0 0 0 4
nowruz 4 0 0 0 0
norrel 0 0 0 4 0
norddeutsch 0 0 0 4 0
nord 0 0 0 0 4
nonu 0 2 0 2 0
nonprogram 0 4 0 0 0
nonmanufactur 0 0 0 0 4
nonetheless 1 1 2 0 0
nomura 0 0 1 1 2
nolan 0 0 0 4 0
nikkeiren 0 0 4 0 0
nich 0 0 0 3 1
niagara 0 0 0 0 4
ngl 4 0 0 0 0
newest 0 0 1 2 1
neotech 0 0 0 4 0
nazional 2 0 0 1 1
naturalit 0 0 0 4 0
nashashibi 0 0 4 0 0
nabisco 0 0 0 4 0
music 0 0 0 0 4
murtha 0 0 0 4 0
murdoch 0 0 0 2 2
munro 0 0 0 0 4
multivest 0 0 0 4 0
multin 0 0 0 2 2
multilater 0 2 2 0 0
moto 0 0 0 0 4
motiv 0 1 1 2 0
morton 0 0 0 3 1
mood 1 0 3 0 0
monthlong 3 0 0 1 0
monteil 0 0 0 4 0
monsod 0 0 4 0 0
monod 0 0 0 0 4
moltk 0 0 4 0 0
mold 1 0 0 2 1
modernis 0 0 1 2 1
mo 0 1 0 1 2
mmc 0 0 1 3 0
mmal 0 0 0 0 4
mlotok 4 0 0 0 0
misunderstood 0 0 4 0 0
misunderstand 0 0 4 0 0
minier 0 0 0 4 0
milton 0 2 0 0 2
millipor 0 0 0 4 0
mild 1 2 1 0 0
mij 0 4 0 0 0
midway 0 0 0 4 0
midjanuari 0 0 2 1 1
midamerica 0 4 0 0 0
midam 0 4 0 0 0
mich 0 0 0 2 2
mf 0 0 0 0 4
metzenbaum 0 0 0 4 0
metropol 0 0 0 0 4
messeng 0 0 0 4 0
meredith 0 0 0 0 4
mees 0 0 0 4 0
mediat 3 0 0 1 0
mcmillan 4 0 0 0 0
mckinley 4 0 0 0 0
mcdonnel 0 0 0 4 0
maytag 0 0 0 0 4
maxxam 0 0 0 3 1
mattson 0 0 0 4 0
matrix 1 0 0 1 2
mathew 0 0 0 4 0
marvin 0 0 0 3 1
martha 0 0 2 2 0
markedli 0 4 0 0 0
marcu 0 0 0 1 3
marcel 2 1 0 1 0
marc 0 0 0 3 1
mania 0 0 0 4 0
mandatori 0 1 0 1 2
majeur 4 0 0 0 0
maciej 4 0 0 0 0
macdonald 0 0 0 2 2
lyonnais 0 0 0 0 4
lupberg 0 0 0 0 4
lui 1 3 0 0 0
lugar 0 4 0 0 0
lucht 0 0 0 4 0
ltwx 0 0 0 3 1
ltwmb 1 0 0 1 2
ltwg 0 0 0 1 3
ltwen 0 0 0 4 0
ltvebgf 0 0 0 3 1
ltuna 0 0 0 0 4
ltumarl 0 0 0 2 2
ltucu 0 0 0 2 2
ltucl 4 0 0 0 0
ltual 0 0 0 3 1
lttro 1 0 0 3 0
lttn 0 0 0 4 0
lttgt 2 0 0 2 0
lttele 0 0 0 4 0
ltta 0 0 0 1 3
ltsymb 0 0 0 4 0
ltswpchkg 0 0 0 0 4
ltsoi 0 0 0 3 1
ltrrco 0 0 0 2 2
ltrpch 0 0 0 4 0
ltqintex 0 0 0 4 0
ltpsonl 0 0 0 1 3
ltprat 0 0 0 4 0
ltpn 0 0 0 0 4
ltpacn 0 0 0 3 1
ltocf 0 0 0 4 0
ltnw 0 0 0 2 2
ltnova 1 0 0 2 1
ltnoax 0 0 0 3 1
ltnarr 0 0 0 4 0
ltmtc 0 0 0 4 0
ltmr 0 0 0 2 2
ltmnst 0 0 0 3 1
ltmmwgf 0 0 0 3 1
ltmh 0 0 0 4 0
ltmcd 0 0 0 1 3
ltm 0 0 0 3 1
ltlloyl 0 0 0 1 3
ltlk 0 0 0 3 1
ltlif 0 0 0 1 3
ltko 0 0 0 4 0
ltjwc 0 0 0 1 3
ltjardhkg 0 0 0 0 4
ltitm 0 0 0 2 2
ltitel 0 0 0 3 1
ltinterconnect 0 0 0 4 0
ltimoa 4 0 0 0 0
lthongkong 0 0 0 0 4
lthkbhhk 0 0 0 1 3
lthfagf 1 0 0 0 3
ltgwf 0 0 0 4 0
ltgt 1 0 0 2 1
ltglj 0 0 0 3 1
ltgel 0 0 0 2 2
ltgcn 0 0 0 0 4
ltgaf 0 0 0 3 1
ltfunc 0 0 0 4 0
ltfour 0 0 0 3 1
ltflt 0 0 0 4 0
ltfbt 0 0 0 0 4
ltech 0 0 0 2 2
ltdr 0 0 0 4 0
ltcsx 0 0 0 2 2
ltcsbk 0 0 0 3 1
ltcrn 0 0 0 1 3
ltcrg 0 0 0 3 1
ltcooper 1 0 0 2 1
ltchina 0 0 0 1 3
ltcaphhkg 0 0 0 0 4
ltcanada 1 0 0 0 3
ltbtlr 0 0 0 4 0
ltbld 0 0 0 2 2
ltbatm 0 0 0 4 0
ltbanca 0 0 0 3 1
ltbacn 0 0 0 4 0
ltatco 0 0 0 0 4
ltarm 0 0 0 4 0
ltan 4 0 0 0 0
ltamtr 0 0 0 2 2
ltaluzz 0 0 0 0 4
ltall 0 0 0 1 3
ltakzoa 0 0 0 2 2
ltaho 0 0 0 3 1
ltabsb 0 0 0 3 1
ltabi 0 0 0 2 2
lpl 0 0 0 4 0
louge 0 0 0 4 0
louart 0 0 0 4 0
loophol 3 1 0 0 0
loom 0 0 1 3 0
longdist 0 0 0 0 4
lomak 0 0 0 4 0
lm 0 0 0 4 0
listen 1 3 0 0 0
lisbon 0 4 0 0 0
liquifi 4 0 0 0 0
liquefi 3 0 0 0 1
liposom 0 0 0 4 0
lighten 0 0 4 0 0
lieu 0 1 0 1 2
liebert 0 0 0 4 0
lieberman 0 0 0 3 1
levin 0 0 0 4 0
lesson 3 0 1 0 0
leroy 0 0 0 4 0
leo 0 0 3 0 1
leisur 0 0 0 0 4
legum 0 4 0 0 0
legalis 0 0 4 0 0
leed 0 0 0 4 0
leaseback 1 0 0 3 0
leap 0 0 3 0 1
lean 0 0 0 3 1
leahi 0 4 0 0 0
leach 0 0 0 1 3
lazer 0 0 0 4 0
layday 0 4 0 0 0
laurentian 0 0 0 0 4
lau 0 0 0 4 0
lastminut 0 1 0 3 0
largescal 0 2 2 0 0
lanschot 0 0 0 0 4
lamb 0 2 0 2 0
laid 2 0 0 0 2
kurzweil 0 0 0 0 4
kroger 0 0 0 4 0
krestmark 0 0 0 4 0
kravi 0 0 0 3 1
kokan 0 0 0 4 0
kohlberg 0 0 0 3 1
kjell 0 0 0 4 0
kit 0 0 0 1 3
kilomet 3 0 0 1 0
killearn 0 0 0 3 1
kidokoro 0 0 4 0 0
khjtv 0 0 0 4 0
khartoum 0 0 4 0 0
keswick 0 0 0 0 4
kerin 0 4 0 0 0
kenya 2 1 1 0 0
keller 0 0 0 0 4
kaufhof 0 0 0 4 0
kapok 0 0 0 2 2
kaplan 0 0 0 4 0
kangyo 0 0 4 0 0
kampuchea 0 4 0 0 0
jurisdict 1 1 0 2 0
junk 0 0 0 4 0
juliu 0 0 0 4 0
josten 0 0 0 4 0
jonathan 0 0 0 3 1
joist 0 0 0 4 0
jeumontschneid 0 0 0 4 0
jerseybas 0 0 0 4 0
jerri 0 1 0 0 3
japanu 0 0 4 0 0
jaim 3 0 1 0 0
ivaco 0 0 0 0 4
ionic 0 0 0 3 1
interwest 0 0 0 4 0
interrupt 0 2 0 1 1
intercon 0 0 0 4 0
interarab 0 0 4 0 0
int 0 0 0 0 4
instruct 0 2 0 2 0
inkind 0 4 0 0 0
ink 0 0 0 4 0
infest 0 4 0 0 0
incorrect 0 0 1 2 1
inappropri 0 1 1 1 1
inabl 1 0 0 1 2
imtec 0 0 0 4 0
improp 0 0 0 3 1
impend 0 3 0 1 0
imfworld 0 0 4 0 0
ig 0 0 4 0 0
ica 0 1 2 1 0
ian 1 0 3 0 0
iagifu 4 0 0 0 0
iac 0 4 0 0 0
hydrocarbon 4 0 0 0 0
hussein 3 0 1 0 0
hunter 0 0 0 4 0
humid 0 3 0 1 0
hss 0 4 0 0 0
hot 0 2 0 2 0
horn 0 0 0 2 2
hora 0 0 4 0 0
honor 0 2 0 2 0
holt 0 0 0 2 2
hogan 0 0 0 4 0
hoffman 0 3 0 1 0
hint 1 1 2 0 0
highveld 0 0 0 0 4
hightechnolog 0 0 0 4 0
highcost 4 0 0 0 0
hemispher 4 0 0 0 0
helmut 0 0 2 0 2
heali 0 0 0 0 4
hazelhoff 0 0 0 0 4
hayesalbion 0 0 0 4 0
hashimoto 0 0 0 0 4
hartscottrodino 0 0 0 4 0
harrowsmith 0 0 0 4 0
harmoni 0 4 0 0 0
hardwar 0 0 0 4 0
haltenbanken 4 0 0 0 0
hal 0 0 0 3 1
hair 4 0 0 0 0
hail 3 1 0 0 0
haerri 0 0 0 0 4
hadson 0 0 0 3 1
hackl 0 0 0 0 4
gypsum 0 0 0 2 2
guy 0 0 0 4 0
gundi 0 0 0 2 2
guilti 0 0 0 0 4
guadalco 0 0 0 4 0
gu 0 0 0 4 0
grind 0 0 0 3 1
greenwood 0 0 0 4 0
graan 0 4 0 0 0
government 1 0 1 2 0
gotten 0 0 0 3 1
goodrich 0 0 0 4 0
goldsmith 0 0 0 3 1
gluten 0 4 0 0 0
glantz 0 0 0 4 0
gkn 0 0 0 1 3
gibraltar 0 1 0 3 0
getti 1 0 0 0 3
geonex 0 0 0 0 4
genstar 0 0 0 0 4
gaspar 4 0 0 0 0
gase 0 0 0 1 3
gari 1 0 0 3 0
gamco 0 0 0 4 0
gafta 0 4 0 0 0
fuller 0 0 0 2 2
fuer 0 0 0 0 4
fritz 0 2 0 0 2
friend 1 0 0 1 2
fri 0 0 0 3 1
foxcroft 0 0 0 4 0
fourforon 0 0 0 0 4
forth 0 0 0 2 2
forgiv 0 0 1 1 2
forg 0 0 2 1 1
forfeit 0 2 0 2 0
forex 0 0 4 0 0
focuss 0 0 2 2 0
foam 0 0 0 3 1
flowthrough 3 0 0 1 0
flick 0 0 0 0 4
flaw 3 1 0 0 0
flatten 2 0 2 0 0
flatli 0 1 3 0 0
fixtur 0 2 0 2 0
fiveforon 0 0 0 0 4
fiveday 1 1 2 0 0
fieldwork 0 4 0 0 0
fidelcor 0 0 0 4 0
ferro 0 0 0 4 0
feedstock 1 0 0 2 1
fcl 0 0 0 4 0
fat 0 1 0 3 0
fashion 0 0 0 3 1
farmerown 0 4 0 0 0
falcon 0 0 0 0 4
expediti 0 0 0 3 1
expedit 0 1 0 3 0
exert 1 3 0 0 0
exco 0 0 0 4 0
exce 0 0 0 3 1
everyth 1 0 3 0 0
europharmaceut 0 0 0 4 0
ethyl 0 0 0 4 0
ernest 1 0 0 3 0
erik 0 0 0 4 0
ergenc 4 0 0 0 0
erc 0 0 0 4 0
era 0 0 4 0 0
envirosystem 0 0 0 4 0
entrant 0 0 0 3 1
entr 0 4 0 0 0
engelhard 0 0 0 0 4
endseptemb 0 0 1 3 0
enddecemb 0 0 2 0 2
endang 1 1 2 0 0
endaka 0 0 4 0 0
encompass 0 0 4 0 0
empresa 1 2 0 1 0
embargo 3 1 0 0 0
ellmann 0 0 0 4 0
elizabeth 0 0 0 4 0
eleventh 3 0 0 1 0
egan 0 0 0 0 4
edwin 0 0 0 2 2
editori 1 2 0 1 0
eckenfeld 0 0 0 4 0
earliest 0 1 0 2 1
dyr 0 0 0 0 4
dusseldorf 0 0 0 3 1
duff 0 0 0 2 2
duesseldorf 0 0 4 0 0
ducommun 0 0 0 3 1
dublin 0 0 0 4 0
drummond 0 0 0 1 3
driven 0 2 2 0 0
dreyer 0 0 0 0 4
draugen 4 0 0 0 0
dp 0 3 0 0 1
downstream 2 0 0 1 1
donnelli 0 0 0 4 0
dissatisfi 0 0 0 4 0
dispatch 1 3 0 0 0
disastr 0 2 0 1 1
disadvantag 0 1 2 0 1
dingman 0 0 0 4 0
dialogu 4 0 0 0 0
devon 3 0 0 0 1
deter 0 0 0 4 0
destrehan 0 4 0 0 0
desoto 0 0 0 3 1
derrick 0 0 0 1 3
depot 1 0 0 0 3
depos 0 0 0 4 0
deploy 4 0 0 0 0
denial 1 1 1 1 0
delist 0 0 0 3 1
delic 0 0 2 0 2
degussa 0 0 0 4 0
deem 1 1 0 1 1
dedic 1 0 0 3 0
deb 0 0 0 0 4
dcni 0 0 0 0 4
dba 0 0 0 4 0
dayton 0 0 0 0 4
daytoday 0 0 3 0 1
dauphin 0 0 0 4 0
datron 0 0 0 0 4
danzar 0 0 0 0 4
danvil 0 0 0 4 0
daiichi 0 0 4 0 0
cypriot 4 0 0 0 0
cvn 0 0 0 4 0
cvg 0 0 0 0 4
cti 0 0 0 4 0
csx 0 0 0 2 2
crossen 0 0 0 0 4
cronu 0 0 0 3 1
crack 3 1 0 0 0
cr 0 0 0 0 4
costa 0 1 1 2 0
corroon 0 0 0 3 1
contributor 0 0 0 0 4
contempl 1 0 0 3 0
constrain 1 1 0 0 2
consolidatedbathurst 0 0 0 0 4
conseco 0 0 0 4 0
confront 3 1 0 0 0
comtech 0 0 0 3 1
comsat 0 0 0 4 0
compressor 0 0 0 3 1
compo 0 0 0 2 2
complianc 0 1 0 2 1
commut 0 0 0 2 2
communist 1 3 0 0 0
colleagu 1 0 3 0 0
cole 0 0 0 4 0
coin 0 0 2 2 0
cocacola 0 0 0 4 0
cnooc 4 0 0 0 0
clinton 1 1 0 2 0
clearwat 0 0 0 4 0
circu 0 0 0 0 4
chronicl 0 0 0 4 0
chicheng 0 0 4 0 0
chicagobas 0 1 0 2 1
chesebrough 0 0 0 2 2
chartercrellin 0 0 0 3 1
charan 0 0 0 0 4
chanceri 0 0 0 4 0
certron 0 0 0 4 0
centigrad 0 4 0 0 0
cede 0 0 1 3 0
cbot 0 0 4 0 0
cautious 1 0 1 0 2
catto 0 0 0 0 4
catalog 0 1 0 1 2
carrolton 0 0 0 4 0
carmak 0 0 0 1 3
carload 0 4 0 0 0
careercom 0 0 0 4 0
cardiovascular 0 0 0 3 1
cardi 0 0 0 4 0
carbon 1 0 0 1 2
capita 0 2 1 0 1
cantrex 0 0 0 4 0
canterra 4 0 0 0 0
campeau 0 0 0 4 0
calvet 0 0 0 0 4
califbas 0 0 0 3 1
cairo 0 2 0 1 1
caf 2 2 0 0 0
byer 0 0 4 0 0
burst 1 0 2 0 1
burgess 0 4 0 0 0
buitoni 0 0 0 4 0
bubbl 2 0 2 0 0
bruxel 0 0 0 1 3
brougher 0 0 0 3 1
brooksvil 0 0 0 2 2
breast 0 0 0 4 0
brake 1 0 3 0 0
boveri 0 0 0 0 4
bork 0 0 0 4 0
boreali 0 0 0 4 0
bonni 4 0 0 0 0
bonanza 2 0 0 0 2
bolt 0 1 0 3 0
bloedel 0 0 0 0 4
blend 4 0 0 0 0
bi 0 0 2 0 2
bf 0 0 0 2 2
beverli 0 0 0 4 0
bernard 0 2 0 0 2
berger 0 0 4 0 0
benetton 0 0 0 4 0
benbow 4 0 0 0 0
beat 1 0 0 2 1
bcf 3 0 0 0 1
bankrupt 0 0 0 4 0
bankeast 0 0 0 4 0
bancorpor 0 0 0 2 2
bancgroup 0 0 0 3 1
bancair 0 0 1 0 3
balzac 0 0 0 4 0
baltimor 0 1 0 3 0
ball 1 0 0 3 0
bakeri 0 0 0 2 2
bakerhugh 0 0 0 4 0
bake 0 0 0 2 2
baii 0 0 0 4 0
baht 0 0 0 4 0
bae 1 1 0 0 2
axi 0 0 4 0 0
avaq 0 0 0 4 0
autospa 0 0 0 4 0
autonom 0 0 3 1 0
automat 0 0 0 4 0
ausimont 0 0 0 2 2
astrotech 0 0 0 4 0
astra 0 0 0 4 0
asher 0 0 0 4 0
asbestec 0 0 0 2 2
asa 0 2 1 0 1
arisen 0 0 1 2 1
arena 0 0 0 4 0
arctic 3 0 0 1 0
architect 2 0 1 0 1
aquir 0 0 0 4 0
anyon 0 2 0 2 0
anxiou 1 0 2 0 1
antitakeov 0 0 0 4 0
antibiotico 0 0 0 4 0
ansbach 0 0 0 4 0
anova 0 0 0 0 4
ann 0 0 3 0 1
anhui 0 4 0 0 0
anger 1 1 1 1 0
androsch 0 0 0 0 4
andriessen 0 4 0 0 0
andr 0 0 0 4 0
anatolian 4 0 0 0 0
amt 0 0 0 0 4
amselco 0 0 0 4 0
amphenol 0 0 0 4 0
amp 0 0 0 3 1
altex 0 0 0 4 0
alloytek 0 0 0 0 4
allison 0 0 0 0 4
allan 0 0 0 2 2
algemen 0 0 1 2 1
alfalfa 0 4 0 0 0
alert 3 0 0 1 0
albani 0 0 0 4 0
ail 2 0 0 2 0
ah 0 0 0 0 4
agrio 4 0 0 0 0
agricol 0 1 0 3 0
agribusi 0 2 0 0 2
agpm 0 4 0 0 0
adventur 0 0 0 4 0
adr 0 0 0 0 4
admir 1 0 0 1 2
acmex 0 0 0 4 0
accuweath 0 4 0 0 0
accessori 0 0 0 2 2
zorinski 0 3 0 0 0
zimmer 0 2 0 1 0
zambian 0 0 3 0 0
zair 0 2 1 0 0
ypf 3 0 0 0 0
yochum 0 0 0 0 3
yeo 0 0 0 3 0
yarn 0 0 0 2 1
yangtz 0 3 0 0 0
yanbu 3 0 0 0 0
yacimiento 3 0 0 0 0
xu 0 3 0 0 0
xj 0 0 0 0 3
x 0 3 0 0 0
wyss 0 0 3 0 0
wyom 2 0 0 1 0
wright 2 0 0 1 0
worthwhil 0 2 0 1 0
wort 0 0 0 1 2
wool 0 2 0 1 0
wisenbak 3 0 0 0 0
wilmington 1 0 0 1 1
wilhelm 0 0 0 2 1
wilfr 0 0 0 0 3
wildcat 3 0 0 0 0
widdrington 0 0 0 0 3
whippl 0 0 0 0 3
westminst 0 0 1 0 2
westburn 0 0 0 3 0
wertheim 0 0 1 2 0
welbilt 0 0 0 2 1
wedd 0 0 1 1 1
wealth 2 1 0 0 0
weakest 2 0 1 0 0
warranti 0 0 0 2 1
warmer 2 1 0 0 0
wareh 0 0 0 2 1
wardley 0 0 0 0 3
wam 3 0 0 0 0
wallcov 0 0 0 2 1
vtx 0 0 0 2 1
vtr 0 0 0 0 3
voyag 1 2 0 0 0
vontobel 0 0 0 3 0
voluntarili 1 1 0 1 0
volcano 3 0 0 0 0
voicemail 0 0 0 2 1
visitor 0 0 2 0 1
vision 0 0 2 1 0
vishay 0 0 0 0 3
virazol 0 0 0 3 0
violent 1 0 1 0 1
vicepremi 0 1 2 0 0
viabl 0 0 0 2 1
vi 0 3 0 0 0
vestar 0 0 0 1 2
vermont 0 1 0 0 2
ventspil 3 0 0 0 0
ventana 0 0 0 3 0
