359 428 535 1617 2848
fsi 0 0 0 0 1
fsla 0 0 0 1 0
fslic 0 0 0 1 0
ft 0 0 0 1 2
ftc 2 0 0 12 0
ftse 0 0 5 0 0
fueer 0 0 0 0 1
fuel 55 3 1 5 28
fuell 0 1 0 0 0
fuer 0 0 0 0 4
fujairah 1 0 0 0 0
fujian 0 2 1 0 2
fujitsu 0 0 0 39 0
fukuhara 0 0 0 1 0
fulfil 1 5 5 8 2
full 5 11 22 33 186
fullcost 0 0 0 0 1
fuller 0 0 0 2 2
fullfledg 1 0 0 0 0
fulli 5 2 10 52 18
fullpow 0 0 0 0 1
fullscal 0 1 0 0 0
fulltext 0 0 0 1 0
fulltim 0 2 0 0 0
fullydilut 0 0 0 2 0
fullyear 0 0 0 0 17
fullyown 0 0 0 3 0
fulwid 0 0 0 2 0
fumbl 0 0 0 1 0
fumio 0 0 0 6 0
function 2 2 2 3 2
fund 9 8 150 111 93
fundament 7 1 48 3 1
fundpayout 0 0 0 0 2
fundworld 0 0 1 0 0
funer 0 0 0 1 1
fuqua 0 0 0 0 1
furman 0 0 0 0 5
furnac 0 0 0 3 3
furnish 0 0 0 1 0
furnitur 0 0 0 7 7
furor 0 0 0 2 0
furstenberg 0 0 0 1 0
further 29 39 202 90 63
furthermor 1 4 2 0 1
fuse 0 0 0 0 1
futher 0 0 1 0 0
futil 0 0 2 0 0
futjitsu 0 0 0 1 0
futur 66 91 89 74 78
fw 0 0 0 1 6
fy 0 1 0 0 0
g 1 0 65 6 5
ga 209 1 1 120 122
gabe 2 0 0 0 0
gabelli 0 0 0 18 0
gabl 0 0 0 1 0
gabon 6 0 0 0 0
gabones 1 0 0 0 0
gac 0 0 0 0 2
gaelic 0 0 0 0 1
gaf 0 0 0 41 1
gafta 0 4 0 0 0
gail 0 2 0 0 0
gain 28 10 33 59 592
gainer 0 0 0 1 0
gainsco 0 0 0 0 1
gaion 0 0 0 0 1
galact 0 0 0 0 7
galaxi 0 0 0 0 3
galesburg 0 0 0 0 1
galileo 0 0 0 0 2
gallah 0 0 0 0 1
galleri 0 0 0 1 0
galley 0 0 0 0 1
gallo 0 0 0 2 0
gallon 3 1 0 2 3
galo 1 0 0 0 0
galveston 0 0 0 7 0
gambel 1 0 0 0 0
gambl 0 1 0 0 1
gambro 0 0 0 0 1
gamco 0 0 0 4 0
game 2 0 3 4 3
gammara 0 0 0 2 0
gandalf 0 0 0 5 0
gansu 0 1 0 0 0
ganto 0 0 0 0 2
gao 0 24 0 0 0
gap 4 1 3 0 0
gape 1 0 1 0 0
garag 0 0 0 1 0
garcia 1 0 1 0 0
garden 0 0 0 7 3
gardena 0 0 0 1 0
gardini 0 0 0 10 0
gardner 0 0 0 16 0
gardnerdenv 0 0 0 1 0
gareth 3 0 0 0 0
gargantuan 0 0 0 1 0
gari 1 0 0 3 0
garland 0 0 0 1 0
garlem 0 3 0 0 0
garmais 0 0 0 0 1
garment 0 0 0 3 0
garnac 0 1 0 0 0
garofalo 0 0 0 0 3
garron 1 0 0 0 0
gartner 0 0 0 4 2
garza 0 1 0 0 0
gase 0 0 0 1 3
gasekt 0 0 0 0 1
gasolin 62 1 0 2 2
gasolinerich 1 0 0 0 0
gaspar 4 0 0 0 0
gasper 1 0 0 0 0
gass 0 0 0 1 0
gate 0 0 0 20 1
gateway 0 0 0 3 0
gather 4 0 4 4 0
gatt 0 5 0 0 0
gaug 0 2 3 0 0
gave 18 17 17 29 14
gavin 0 0 0 0 1
gay 0 1 0 0 0
gazett 0 0 2 0 0
gca 0 0 0 0 1
gcc 10 0 14 0 0
gd 0 0 0 2 0
gdp 0 1 7 0 0
ge 0 0 0 4 14
gear 0 0 0 9 2
geb 0 0 0 1 0
gecc 0 0 0 1 0
geelong 0 1 0 0 0
geertsema 0 0 1 0 0
geico 0 0 0 0 1
geipel 0 0 2 0 0
geismar 0 0 0 0 1
gel 0 0 0 1 0
gelch 0 0 0 2 0
gelco 0 0 0 23 7
gelcoltgec 0 0 0 1 0
gem 0 5 0 0 0
gemcraft 0 0 0 0 1
gemeinwirtschaft 0 0 0 0 3
gemini 0 0 0 0 1
gencorp 0 0 0 202 8
gencorpltgi 0 0 0 2 0
gene 0 2 0 0 0
genecor 0 0 0 1 0
genencor 0 0 0 1 0
genentech 0 0 0 1 0
gener 47 45 34 220 163
general 0 0 0 19 10
generalantitrust 0 0 0 1 0
generaldirector 0 0 0 0 1
generalis 0 1 0 0 0
genet 0 0 0 2 4
geneva 3 2 0 1 2
genex 0 0 0 0 1
genmj 0 0 0 0 2
gennadi 0 1 0 0 0
genova 0 0 0 8 1
genoves 0 0 0 0 1
genstar 0 0 0 0 4
genuin 0 0 2 0 0
genzym 0 0 0 0 1
geo 0 0 0 0 3
geodyn 1 0 0 0 0
geoffrey 0 0 0 0 1
geoffrion 0 0 0 0 3
geogia 0 0 0 0 1
geograph 1 1 0 3 2
geographi 0 0 0 0 1
geolog 5 0 0 2 0
geonex 0 0 0 0 4
geophys 2 0 0 0 0
geophysicist 1 0 0 0 0
georg 3 11 1 9 3
georgia 3 0 0 4 15
georgiapacif 0 0 0 0 3
geotherm 0 0 0 0 5
gerai 0 0 0 2 0
gerald 0 0 0 3 2
gerard 0 0 0 1 0
gerber 0 0 0 7 0
gerhard 0 0 3 1 1
geriatr 0 0 0 0 1
germain 0 0 1 4 0
german 3 10 76 27 19
germani 4 8 127 23 12
germanybas 0 0 0 1 0
germin 0 3 0 0 0
geronimu 0 0 0 3 0
gerri 0 0 0 1 0
gerrit 0 0 0 0 1
gesamtmetal 0 0 1 0 0
gestion 0 0 0 1 0
gestur 0 1 2 0 2
get 28 31 19 89 18
getti 1 0 0 0 3
gevaert 0 0 0 2 1
gevirtz 0 0 0 0 3
gfi 0 0 0 2 0
gh 0 0 0 1 0
ghent 0 1 0 0 0
ghiringhelli 0 0 0 0 3
gholamreza 3 0 0 0 0
giant 3 0 0 11 3
gib 0 0 3 0 0
gibb 0 0 0 2 3
gibraltar 0 1 0 3 0
gibson 0 0 0 0 1
gienow 0 0 0 0 1
giesel 0 0 0 0 1
gigant 1 0 0 0 0
giggletre 0 0 0 0 1
gil 1 0 0 0 0
gillard 0 0 2 0 0
gillett 0 0 0 6 0
gilliam 0 0 0 2 0
gilt 0 0 13 0 0
ginsberg 0 0 0 0 1
ginsburg 0 0 0 0 1
giordano 0 0 8 0 0
giorgio 0 0 0 7 3
giovanni 0 0 0 1 0
girardin 0 0 3 0 0
girozentral 0 0 1 1 1
giscard 0 0 2 0 0
give 15 21 38 112 46
given 14 15 70 51 52
gkn 0 0 0 1 3
glami 0 0 0 0 3
glantz 0 0 0 4 0
glasgow 0 1 0 0 0
glass 0 0 0 7 8
glassmak 0 0 0 2 0
glatfelt 0 0 0 0 2
gleason 0 0 0 5 0
glen 0 1 0 0 1
glendal 0 0 0 0 1
gleneagl 0 0 0 1 0
glenn 0 3 0 0 0
glesk 0 0 9 0 0
gli 0 0 0 2 0
glickman 0 28 0 0 0
glidden 0 0 0 0 1
glimps 0 0 1 0 0
global 3 5 10 9 9
globe 0 0 0 7 0
gloeielampenfabrieken 0 0 0 1 0
gloeilampenfabriek 0 0 0 1 0
gloeilampenfabrieken 0 0 0 2 0
gloomi 0 0 0 1 1
gluch 0 0 0 1 0
gluck 0 0 0 4 5
glut 1 1 0 1 0
gluten 0 4 0 0 0
glycol 0 0 0 1 0
glynw 0 0 0 0 3
gm 0 0 0 1 24
gmb 0 2 0 0 0
gmbh 0 0 2 2 1
gmp 0 2 0 0 0
gmt 6 4 15 11 5
gmw 0 0 0 1 0
gnb 0 0 0 2 0
gnn 0 0 0 0 2
gnp 0 0 12 0 2
go 25 29 30 72 28
goahead 0 0 1 0 0
goal 5 5 13 3 6
gobbl 0 1 0 1 0
gobert 2 0 0 3 0
gobetween 0 0 0 1 0
godzilla 0 0 2 0 0
goe 5 2 11 5 1
goerdel 0 0 0 2 0
gold 2 1 21 49 35
goldback 0 0 0 2 0
goldberg 0 0 0 3 0
goldcopp 0 0 0 1 0
golden 2 0 2 15 2
goldendal 0 0 0 0 5
goldfield 0 0 0 1 1
goldhirsh 0 0 0 1 0
goldi 0 0 0 1 0
goldkist 0 1 0 0 0
goldman 1 0 0 15 3
goldner 0 0 0 1 0
goldom 0 0 0 2 0
goldplatinum 0 0 0 1 0
goldsil 0 0 0 3 0
goldsilverleadzinc 0 0 0 3 0
goldsmith 0 0 0 3 1
goldstein 0 0 0 2 0
golf 0 0 0 1 0
goliath 0 0 0 1 0
gome 1 0 0 0 0
gone 3 2 5 3 0
good 22 35 47 27 76
goodi 0 0 0 2 1
goodman 0 0 0 1 1
goodmark 0 0 0 0 1
goodrich 0 0 0 4 0
goodsproduc 0 0 2 0 0
goodwil 0 0 0 1 5
goodwood 0 0 0 7 0
goodyear 2 0 0 18 2
gorbachev 1 1 0 0 0
gordon 0 0 0 5 0
goria 0 0 0 1 0
goss 0 0 0 1 0
got 2 5 3 8 7
gotaaslarsen 2 0 0 0 0
gothenburg 2 0 0 0 0
gotten 0 0 0 3 1
gottesman 0 0 0 1 0
gottschalk 0 0 0 0 1
gould 0 0 3 13 1
gouldltgld 0 0 0 1 0
gout 0 0 0 2 0
gove 0 0 1 0 0
goven 0 0 0 1 0
gover 1 1 0 0 1
govern 144 135 202 149 40
government 1 0 1 2 0
governmentguarante 0 0 1 0 0
governmentimpos 0 0 0 0 1
governmentown 0 1 2 1 1
governmentrun 0 1 0 1 0
governmenttogovern 1 0 0 0 0
governor 2 2 49 3 1
govett 0 0 2 2 3
govt 1 0 0 0 1
gp 0 0 0 0 3
gpu 0 0 0 0 7
graan 0 4 0 0 0
grab 0 0 0 1 0
grace 0 2 0 10 0
graco 0 0 0 0 1
grade 42 8 0 1 1
grademar 2 0 0 0 0
gradual 5 8 13 1 6
graem 0 0 0 0 1
graf 0 0 0 1 0
graff 0 0 0 0 3
graham 0 1 0 0 1
grain 0 548 0 4 2
grainfil 0 1 0 0 0
graingrow 0 1 0 0 0
grainoilse 0 2 0 0 0
grainpotato 0 1 0 0 0
grainproduc 0 3 0 0 0
grainqual 0 1 0 0 0
grainsdomin 0 1 0 0 0
grainsoilse 0 3 0 0 0
gralewicz 0 1 0 0 0
gram 0 2 0 0 0
gramm 0 0 3 0 0
grammrudman 0 2 0 0 0
granari 0 1 0 0 0
grand 0 0 0 3 4
granddaught 0 0 0 1 0
grandeazor 0 1 0 0 0
grandmarai 1 0 0 0 0
grandmet 0 0 0 1 0
grandson 0 0 0 1 0
grandview 0 0 0 2 0
grandvil 0 0 0 0 1
grang 0 0 0 1 0
grangemouth 6 0 0 0 0
granit 0 0 0 10 0
grant 3 25 3 44 11
grape 0 0 0 1 0
graphic 0 0 0 8 9
grappl 0 0 1 0 0
grass 0 4 0 3 0
grassgreen 0 0 0 0 1
grassley 0 2 0 0 0
grate 0 0 0 2 0
gratifi 0 0 0 0 1
grave 0 1 0 0 0
gravel 0 0 0 1 0
graven 5 0 0 0 0
graviti 5 1 0 0 0
gravitybas 1 0 0 0 0
gray 0 0 0 2 0
graze 0 3 0 0 0
greas 0 0 0 4 1
great 1 9 7 27 28
greater 8 13 31 14 16
greatest 2 2 2 1 2
greatli 1 3 1 1 4
greb 0 0 0 1 0
greec 41 12 0 0 0
greed 0 0 0 1 0
greek 33 1 0 0 0
greekbas 1 0 0 0 0
greekturkish 1 0 0 0 0
green 0 2 0 8 9
greenbaum 0 0 2 0 0
greenblatt 0 0 0 2 0
greengrass 0 0 0 0 1
greenhous 0 0 0 1 0
greenmail 0 0 0 15 0
greenshield 1 0 0 0 1
greenwel 0 0 1 0 0
greenwich 1 0 0 1 0
greenwood 0 0 0 4 0
greet 1 0 1 3 2
gregorian 0 0 0 0 1
grenfel 0 0 0 3 9
grew 0 1 7 2 9
grey 0 0 0 0 1
greyerz 0 0 0 1 0
greyhound 0 0 0 8 0
grid 0 0 1 0 0
grieveson 0 0 0 1 0
griffin 0 0 0 0 1
grigori 0 1 0 0 0
grill 0 0 0 0 1
grind 0 0 0 3 1
grinder 0 0 0 1 0
grip 0 0 1 0 0
grisanti 12 0 0 0 0
grit 0 0 2 0 0
groceri 0 0 0 3 2
groep 0 0 0 1 0
groot 0 0 0 0 8
gropjculd 0 0 0 1 0
gross 12 1 13 3 28
grossli 0 0 3 3 0
grossman 0 0 0 2 1
ground 7 7 9 19 5
groundnutse 0 3 0 0 0
groundwat 0 0 0 0 1
groundwork 0 0 0 1 0
group 53 31 48 824 391
groupbusi 0 0 0 1 0
grouphkuii 0 0 0 2 0
grove 0 2 0 1 0
grovewood 0 0 0 0 1
grow 18 30 37 25 25
grower 0 62 0 4 0
growerlead 0 1 0 0 0
growmark 0 9 0 0 0
grown 0 13 5 4 2
growth 23 16 131 28 170
grubman 0 0 0 0 2
gruen 0 0 0 0 2
gruenberg 0 0 0 0 1
gruntal 0 0 0 0 1
gruop 0 0 0 0 1
gruppo 0 0 0 3 0
gsm 0 8 0 0 0
gst 0 0 0 3 0
gsu 0 0 0 0 1
gsx 0 0 0 0 5
gt 0 0 0 0 1
gtc 0 0 0 0 1
gte 0 0 0 4 3
gti 0 0 0 0 1
gtx 0 0 0 6 0
gu 0 0 0 4 0
guadalco 0 0 0 4 0
guadalet 0 0 0 1 0
guag 0 0 0 1 0
guam 0 0 0 1 0
guandong 0 1 0 0 0
guangdong 0 5 1 0 0
guanghdong 0 1 0 0 0
guangxi 0 3 0 0 0
guanxi 0 1 0 0 0
guarante 19 44 5 16 5
guaranti 0 0 7 7 3
guard 5 0 2 8 0
guardian 0 0 0 1 5
guardianmorton 0 0 0 7 0
guardman 0 0 0 2 0
guasar 1 0 0 0 0
guayana 0 0 0 0 2
guayaquil 3 0 0 0 0
gudbjarnarson 0 0 0 1 0
guenther 0 0 0 0 1
guerard 3 0 0 0 0
guernsey 0 0 0 1 0
guerrilla 1 0 0 0 0
guess 0 10 3 1 1
guid 2 1 5 0 1
guidanc 0 1 0 0 0
guidelin 0 0 8 1 5
guidepost 0 0 1 0 0
guido 0 0 0 1 1
guilbaud 0 0 0 0 2
guilder 0 4 65 5 48
guilderdollar 0 0 0 0 1
guildermark 0 0 1 0 0
guilermno 1 0 0 0 0
guillaum 0 7 0 0 0
guillermo 1 0 0 0 0
guilti 0 0 0 0 4
guin 0 0 0 23 7
guinea 6 0 0 1 0
guinean 1 0 0 0 0
guinn 0 0 0 0 9
guldemond 0 0 0 1 0
gulf 115 61 24 11 36
gulfex 0 0 0 1 0
gulfjapan 0 1 0 0 0
gulfway 0 0 0 1 0
gulfwestern 0 0 0 1 0
gull 0 0 0 0 1
gulton 0 0 0 1 0
gunboat 2 0 0 0 0
gundi 0 0 0 2 2
gune 1 0 0 0 0
gunshi 0 1 0 0 0
gurne 0 0 0 2 0
gustafson 0 3 0 0 0
gustav 0 0 0 0 1
gut 0 0 0 1 0
gutmann 0 0 0 1 0
guven 2 0 0 0 0
guy 0 0 0 4 0
guzman 1 0 0 0 0
gv 0 0 0 0 1
gwf 0 0 0 1 0
gyllenhammar 0 0 0 0 2
gypsum 0 0 0 2 2
gyrat 0 0 1 0 0
h 0 1 1 5 5
ha 255 289 345 1254 356
haagen 0 0 0 0 1
haarmann 0 0 0 0 1
habbel 0 0 0 0 7
haber 1 0 0 0 0
habib 0 0 0 1 0
habit 0 0 3 0 0
habr 0 1 0 0 0
hachett 0 0 0 3 0
hack 0 0 0 3 0
hackl 0 0 0 0 4
hackmann 0 6 0 0 0
had 185 121 331 551 298
hadson 0 0 0 3 1
haerri 0 0 0 0 4
haffenden 0 0 0 1 0
haft 0 0 0 7 0
hager 0 0 1 0 0
hagerstown 0 0 0 1 0
hagu 3 2 0 0 0
hahn 0 0 0 0 1
hail 3 1 0 0 0
hainan 0 1 1 0 0
hair 4 0 0 0 0
hajim 0 0 2 1 0
hal 0 0 0 3 1
halbert 0 0 0 3 0
halcyon 0 0 0 8 0
hale 0 0 0 2 5
halefoglu 1 0 0 0 0
halefolu 1 0 0 0 0
haley 0 0 0 1 0
half 31 18 31 28 155
halfheart 0 0 2 0 0
halfheartedli 0 0 1 0 0
halfhour 0 0 2 0 0
halfmln 0 1 0 0 0
halfpoint 0 0 9 0 0
halfway 0 1 0 0 0
halfyear 0 0 0 0 2
halifax 1 0 0 0 0
hall 3 7 0 2 3
halldor 0 0 0 1 0
halliburton 2 0 0 0 0
hallwood 0 0 0 0 1
halt 17 7 9 9 6
haltenbanken 4 0 0 0 0
halv 0 1 0 2 2
halvorsen 2 0 0 0 0
hambrecht 0 0 0 5 0
hamburg 0 0 1 4 2
hamilton 2 0 0 0 0
hamiltonreli 0 0 0 1 0
hammer 0 1 0 5 0
hamper 0 1 5 3 2
hampshir 0 0 0 5 2
hamza 1 0 0 0 0
han 1 0 2 2 3
hanburi 0 0 0 2 0
hancock 0 0 0 5 0
hand 3 4 33 12 11
handel 0 0 1 0 1
handelsblad 0 0 0 2 0
handelsblatt 0 0 0 1 0
handelsgesmbh 0 0 0 0 1
handgun 0 0 0 1 0
handheld 0 0 0 1 0
handi 0 0 0 1 1
handicap 0 0 0 1 0
handl 1 14 0 9 2
handleman 0 0 0 0 1
handler 0 5 0 0 0
hane 0 2 0 0 0
hang 0 0 1 3 4
hangar 0 0 0 1 0
hani 0 0 1 0 0
hank 1 0 0 0 0
hanmin 0 0 1 0 0
hann 0 0 0 0 1
hannabarbara 0 0 0 1 0
hanov 0 0 1 7 4
hansen 1 0 0 0 0
hanson 0 0 0 33 0
hapaglloyd 0 0 0 6 0
happen 5 3 6 12 5
happi 0 0 6 2 0
harargh 0 1 0 0 0
harbin 0 1 0 0 0
harbor 0 0 0 1 0
harbour 2 1 0 2 1
harcourt 0 0 0 27 1
hard 8 19 18 7 10
hardart 0 0 0 2 1
harden 0 0 1 0 0
harder 1 1 4 2 0
hardesthit 1 0 0 0 0
hardhit 0 0 1 0 2
hardi 0 0 0 1 0
hardjoko 1 0 0 0 0
hardli 0 0 5 0 0
hardlin 0 0 1 0 1
hardpack 0 0 0 0 1
hardrock 0 0 0 1 0
hardship 4 1 1 1 0
hardtoreplac 1 0 0 0 0
hardwar 0 0 0 4 0
hardwick 0 0 0 1 0
hargreav 0 0 0 0 3
harilao 1 0 0 0 0
harken 0 0 0 1 0
harkin 0 1 0 0 0
harleydavidson 0 0 0 0 1
harleysvil 0 0 0 3 0
harlow 0 0 0 0 6
harm 8 1 3 3 1
harman 0 0 0 0 1
harmon 0 0 0 2 0
harmoni 0 4 0 0 0
harmonis 0 0 1 0 0
harold 1 1 0 5 1
harper 0 0 0 63 5
harperrow 0 0 0 3 0
harrah 0 0 0 0 1
harri 3 0 6 26 5
harrington 2 0 0 0 0
harrison 1 0 0 0 0
harristeet 0 0 0 0 3
harrow 0 1 0 0 0
harrowsmith 0 0 0 4 0
harsco 0 0 0 0 2
harsh 0 1 0 0 0
hartford 0 0 0 2 9
hartley 2 0 0 0 0
hartmarx 0 0 0 0 1
hartscottrodino 0 0 0 4 0
haruo 0 0 2 0 0
haruya 0 0 2 0 0
harvard 1 0 0 3 2
harvest 2 106 1 2 0
harvey 0 0 0 2 0
harwood 0 0 5 0 0
hashemi 2 0 0 0 0
hashimoto 0 0 0 0 4
haskin 0 0 0 2 0
hasnt 0 1 1 0 0
hassenberg 0 0 0 2 0
hasten 0 0 1 0 0
hasti 1 0 1 0 0
hastili 0 0 0 1 0
hat 0 0 0 2 0
hatchet 0 0 2 0 0
hausereman 0 0 0 1 0
hausermanlthasr 0 0 0 1 0
haut 0 2 0 0 0
havanonda 0 0 0 1 0
have 206 275 295 451 201
haven 0 1 0 0 0
havent 0 7 2 1 1
havew 0 0 0 1 0
hawaii 1 0 0 1 0
hawaiian 1 0 0 1 0
hawk 3 0 0 2 0
hawker 0 0 0 7 1
hawkin 0 0 0 6 0
hawley 0 0 0 2 7
hay 0 2 0 3 0
hayashi 0 0 2 0 0
hayesalbion 0 0 0 4 0
hayman 0 0 0 1 0
hazard 0 0 0 4 1
hazelhoff 0 0 0 0 4
hazleton 0 0 0 7 0
hb 0 0 0 0 1
hbo 0 0 0 0 3
hbocannon 0 0 0 2 0
hc 0 0 0 5 0
hca 0 0 0 0 1
hcc 0 0 0 0 1
hcf 0 0 0 0 2
hcl 0 0 0 0 2
he 439 264 629 607 425
head 17 12 17 26 14
headach 0 0 1 0 0
headi 2 0 0 0 0
headlin 2 0 0 0 1
headquart 5 0 0 25 4
headquartera 0 0 0 1 0
headtohead 0 0 0 0 1
heagerti 0 0 0 1 0
heali 0 0 0 0 4
health 5 0 3 44 29
healthcar 0 0 0 7 10
healthco 0 0 0 0 1
healthi 0 2 4 1 4
healthmat 0 0 0 0 7
healthmor 0 0 0 0 1
healthsouth 0 0 0 0 1
healthvest 0 0 0 5 2
heap 0 0 0 1 0
hear 6 8 1 21 4
heard 3 3 3 5 0
hearst 0 0 0 3 0
heart 4 2 2 6 2
heat 9 3 0 5 5
heathcar 0 0 0 1 0
heatley 0 0 0 2 0
heav 0 1 0 0 0
heavens 0 0 0 0 1
heavi 27 33 12 12 13
heavier 6 3 1 0 0
heaviest 0 5 0 0 0
heavili 4 2 6 5 3
heavyduti 0 0 0 1 2
hebei 0 3 0 0 0
heching 0 0 0 0 1
hecht 0 0 0 0 1
heck 0 0 0 4 10
hecla 0 0 0 9 0
hectar 0 55 0 0 1
hectic 0 0 1 0 0
hectolitr 0 1 0 0 0
hector 2 0 0 0 0
hedg 3 1 14 0 5
hediard 0 0 0 1 0
heel 0 0 1 1 0
heer 0 0 0 1 0
hefti 0 0 1 0 1
hegemonist 1 0 0 0 0
height 0 0 0 1 1
heighten 0 2 0 0 1
heijn 0 0 0 0 1
heimat 0 0 1 0 1
heimdal 0 0 0 1 0
heineken 0 0 0 0 1
heinl 0 0 0 2 0
heinrich 0 0 2 0 0
heinz 0 0 0 2 18
heinzjapan 0 0 0 0 1
heinzuf 0 0 0 0 1
heir 0 1 0 2 0
held 15 13 30 140 39
heldor 0 0 0 0 1
helena 0 0 0 0 1
helicopt 1 0 0 8 0
heligmey 0 0 0 0 2
heller 0 0 18 9 0
hellman 0 0 0 1 0
helm 0 1 0 3 2
helmerich 0 0 0 0 1
helmut 0 0 2 0 2
help 73 34 133 28 40
helpt 0 0 0 0 1
hemdal 0 0 0 6 0
heminghau 0 0 0 0 1
hemingway 0 0 0 2 0
hemispher 4 0 0 0 0
hemlo 0 0 1 1 0
hemminghau 1 0 0 0 1
hemodynam 0 0 0 0 1
hemorrhag 0 0 0 1 0
hemotec 0 0 0 0 1
hemsley 0 3 0 0 0
henan 0 6 0 0 0
henceforth 1 0 0 1 0
henderson 0 2 0 3 4
hendersonvil 0 0 0 1 0
hendrik 0 0 0 1 0
henkel 0 0 0 8 0
henley 0 0 0 19 8
henri 1 0 2 5 3
henrion 0 0 0 2 0
henriqu 1 0 0 0 0
henson 0 0 0 1 0
henz 0 0 0 3 0
hepat 0 0 0 1 0
her 2 3 0 2 0
herald 0 0 5 4 2
herbert 0 0 1 1 3
herbicid 0 0 0 1 0
hercul 0 0 0 1 0
here 34 19 57 8 10
herebi 1 0 0 1 0
herington 1 0 0 0 0
heritag 0 0 3 15 0
herley 0 0 0 0 2
herman 0 0 0 1 0
hermann 0 0 1 0 2
hermet 0 0 0 1 0
hermetron 0 0 0 2 0
hernandez 21 0 0 0 0
hero 0 0 0 1 0
herold 1 0 0 0 0
herp 0 0 0 1 0
herrhausen 0 0 6 3 2
herrington 52 0 0 0 0
hershey 0 0 0 0 1
herstal 0 0 0 0 1
herstatt 0 0 5 0 0
hertz 0 5 0 0 0
hesit 0 1 0 1 0
hess 2 0 0 1 0
het 0 7 0 0 0
heublein 0 0 0 2 0
hewlettpackard 0 0 0 0 1
hexcel 0 0 0 5 0
heyman 0 0 0 16 0
heymann 0 0 0 0 6
hf 0 1 0 0 1
hfc 0 8 0 0 0
hgca 0 5 0 0 0
hgvjj 0 0 0 0 1
hi 43 30 59 148 29
hiap 0 0 0 2 0
hibernia 1 0 0 0 0
higashi 0 2 0 0 0
high 38 44 73 54 41
highcapac 0 0 0 2 0
highcost 4 0 0 0 0
highdens 0 0 0 1 0
higheffici 0 0 0 0 1
highend 0 0 0 0 1
highenergi 0 0 0 1 0
higher 62 48 36 38 168
higherproduc 0 1 0 0 0
higheryield 0 0 1 0 0
highest 8 7 4 3 5
highfructos 0 1 0 0 0
highgrad 1 0 0 0 0
highinterest 0 0 0 1 0
highlevel 1 0 1 0 0
highli 3 4 7 17 1
highlight 1 1 1 0 2
highlycharg 0 0 0 2 0
highlyerod 0 1 0 0 0
highlysecret 0 0 2 0 0
highperform 0 0 0 1 1
highpressur 0 0 0 1 0
highpric 0 0 0 1 0
highpur 0 0 0 2 0
highqual 0 0 0 1 0
highrank 0 0 1 0 0
highrisk 0 0 1 0 0
hightech 0 0 0 1 2
hightechnolog 0 0 0 4 0
highvalu 0 0 0 1 0
highveld 0 0 0 0 4
highyield 0 3 2 0 3
hike 4 0 1 4 24
hikmat 0 0 2 0 0
hill 5 2 0 15 11
hillard 0 0 0 13 3
hillenbrand 0 0 0 0 1
hillltrich 0 0 0 1 0
hillsdown 0 0 0 2 4
hilton 0 0 0 4 14
him 7 2 9 16 1
himself 1 1 2 4 0
hinder 2 0 1 1 1
hindsight 0 0 1 0 0
hindustan 0 0 0 0 2
hine 0 0 0 3 0
hinet 0 0 0 2 0
hing 0 0 0 1 0
hinkley 0 0 0 1 0
hint 1 1 2 0 0
hiport 0 0 0 2 1
hiram 0 0 0 5 9
hire 1 0 0 7 2
hiroshi 0 0 2 0 0
hirozumi 0 0 2 0 0
hirsch 0 0 0 1 0
hisham 9 0 0 0 0
hishear 0 0 0 0 2
hispanoil 1 0 0 0 0
hiss 0 0 0 1 0
hissen 0 1 0 0 0
histor 1 3 10 4 2
histori 2 2 0 4 8
historian 0 0 0 1 0
hit 33 13 22 4 24
hitachi 0 0 0 0 2
hitherto 0 0 0 0 1
hj 0 0 0 1 8
hk 0 0 2 20 23
hktvb 0 0 0 3 0
hmmwv 0 0 0 0 1
hmo 0 0 0 3 2
hoar 0 0 2 1 3
hoc 0 0 0 1 0
hock 0 0 0 4 1
hodg 1 0 0 0 0
hodgepodg 0 0 0 1 0
hodler 0 0 0 1 0
hoechst 1 0 0 2 17
hoenemey 0 0 0 2 0
hoenman 1 0 0 0 0
hofer 0 3 0 0 0
hoffman 0 3 0 1 0
hoffmannla 0 0 0 0 1
hog 2 1 0 2 0
hogan 0 0 0 4 0
hoist 0 0 0 0 1
hojatoleslam 2 0 0 0 0
hokanson 0 0 0 2 0
holbrook 0 0 0 1 0
hold 36 12 74 428 102
holdenbrown 0 0 0 7 14
holder 1 0 4 93 119
holderson 0 0 0 0 1
holdingss 0 0 0 1 0
holdup 0 1 0 0 0
hole 2 0 0 0 0
holgat 0 0 0 0 1
holiday 2 0 2 10 4
holland 0 1 0 3 7
holli 0 0 0 0 3
holling 0 0 0 1 0
hollist 0 0 0 2 0
hollywood 0 0 0 3 0
holm 2 0 0 6 3
holmess 0 0 0 1 0
holsten 0 0 0 0 1
holt 0 0 0 2 2
holzstoff 0 0 0 0 1
home 5 26 3 46 36
homebuild 0 0 0 2 0
homeclub 0 0 0 0 1
homecountri 1 0 0 0 0
homeland 1 0 0 0 0
homeless 2 0 0 0 0
homemad 0 0 0 0 1
homestead 0 0 0 0 5
hondura 0 11 0 0 0
honesti 0 1 0 1 0
honeybe 0 0 0 0 1
honeycomb 0 0 0 1 0
honeymoon 0 0 0 2 0
honeywel 0 0 0 25 10
hong 0 4 4 28 33
hongkong 0 0 0 7 26
hongshan 0 0 0 0 1
honolulu 1 0 0 0 0
honor 0 2 0 2 0
honour 3 1 0 1 0
hoogoven 0 0 0 3 4
hook 2 0 0 0 0
